shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition
SHIP-10627,2025-10-02,WH-East-Kolkata,Kolkata,Indore,Electronics,225,48341.46,1670,Air Cargo,3115.73,4,7,Delayed,3,Enterprise,4586,7500,1.68,Stormy
SHIP-10628,2025-12-30,WH-East-Kolkata,Kolkata,Indore,Perishables,424,47643.54,1912,Road Freight (Truck),1704.73,9,9,On-Time,0,Individual,6656,7500,1.75,Clear
SHIP-10629,2025-07-01,WH-East-Kolkata,Kolkata,Jaipur,Industrial Equipment,170,7039.82,766,Road Freight (Truck),718.18,6,7,Delayed,1,SMB,3796,7500,1.55,Rainy
SHIP-10630,2025-06-16,WH-Central-Nagpur,Nagpur,Coimbatore,Consumer Goods,432,14157.99,120,Road Freight (Truck),371.59,2,1,Early,0,SMB,2785,6000,1.74,Clear
SHIP-10631,2025-04-01,WH-North-Delhi,Delhi,Jaipur,Automotive Parts,103,15512.84,680,Road Freight (Truck),636.61,5,7,Delayed,2,Enterprise,5912,10000,1.55,Foggy
SHIP-10632,2025-07-21,WH-North-Delhi,Delhi,Kanpur,Electronics,183,30381.21,1239,Rail Freight,808.86,9,9,On-Time,0,Enterprise,8247,10000,1.59,Clear
SHIP-10633,2025-12-12,WH-North-Delhi,Delhi,Kochi,Industrial Equipment,174,37360.06,832,Road Freight (Truck),787.79,6,6,On-Time,0,E-Commerce Retailer,7663,10000,1.38,Foggy
SHIP-10634,2025-01-19,WH-South-Bengaluru,Bengaluru,Kochi,Automotive Parts,124,10383.89,532,Express Courier,911.37,4,4,On-Time,0,SMB,5567,8500,1.41,Clear
SHIP-10635,2025-02-08,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,229,12447.42,657,Road Freight (Truck),671.46,4,6,Delayed,2,Enterprise,3422,6000,1.24,Clear
SHIP-10636,2025-05-06,WH-North-Delhi,Delhi,Kanpur,Industrial Equipment,40,4162.65,1998,Road Freight (Truck),1631.95,10,10,On-Time,0,Enterprise,4778,10000,1.64,Rainy
SHIP-10637,2025-06-22,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,20,1961.8,548,Road Freight (Truck),506.94,5,5,On-Time,0,SMB,3651,6000,1.71,Clear
SHIP-10638,2025-05-21,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,352,16237.83,354,Road Freight (Truck),506.5,3,3,On-Time,0,SMB,6662,10000,1.52,Clear
SHIP-10639,2025-08-30,WH-Central-Nagpur,Nagpur,Indore,Electronics,386,66772.76,468,Road Freight (Truck),602.64,4,4,On-Time,0,Enterprise,4637,6000,1.36,Foggy
SHIP-10640,2025-08-08,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,139,18701.42,1899,Road Freight (Truck),1573.46,10,13,Delayed,3,E-Commerce Retailer,9043,12000,1.24,Stormy
SHIP-10641,2025-05-06,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,114,21028.88,2013,Road Freight (Truck),1650.12,11,13,Delayed,2,Enterprise,8952,10000,1.31,Clear
SHIP-10642,2025-02-27,WH-West-Mumbai,Mumbai,Indore,Perishables,36,3523.77,1624,Rail Freight,953.49,11,10,Early,0,SMB,5966,12000,1.3,Clear
SHIP-10643,2025-05-28,WH-West-Mumbai,Mumbai,Patna,Apparel,236,21603.44,1982,Rail Freight,1220.51,11,11,On-Time,0,E-Commerce Retailer,7296,12000,1.52,Clear
SHIP-10644,2025-11-13,WH-West-Mumbai,Mumbai,Bhopal,Automotive Parts,11,1386.61,515,Express Courier,820.04,3,3,On-Time,0,Enterprise,8116,12000,1.72,Clear
SHIP-10645,2025-12-27,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,368,81398.19,1494,Road Freight (Truck),1397.49,8,10,Delayed,2,E-Commerce Retailer,9182,12000,1.18,
SHIP-10646,2025-01-01,WH-East-Kolkata,Kolkata,Lucknow,Electronics,110,2691.27,535,Road Freight (Truck),510.69,4,5,Delayed,1,E-Commerce Retailer,5121,7500,1.15,Rainy
SHIP-10647,2025-12-14,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,30,6124.07,2029,Road Freight (Truck),1628.31,10,10,On-Time,0,E-Commerce Retailer,7471,8500,1.51,Clear
SHIP-10648,2025-07-09,WH-West-Mumbai,Mumbai,Lucknow,Electronics,67,6814.71,1035,Air Cargo,1905.49,3,4,Delayed,1,Enterprise,8832,12000,1.32,Severe Heat
SHIP-10649,2025-07-10,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,398,85902.52,2030,Rail Freight,1324.26,12,12,On-Time,0,Enterprise,3983,8500,1.68,Rainy
SHIP-10650,2025-11-08,WH-East-Kolkata,Kolkata,Bhopal,Perishables,189,38464.85,1194,Road Freight (Truck),1085.09,7,8,Delayed,1,Enterprise,3775,7500,1.35,Rainy
SHIP-10651,2025-04-27,WH-West-Mumbai,Mumbai,Kochi,Electronics,438,42468.0,200,Express Courier,528.93,2,2,On-Time,0,SMB,9649,12000,1.32,Clear
SHIP-10652,2025-05-14,WH-West-Mumbai,Mumbai,Surat,Industrial Equipment,350,62321.35,155,Express Courier,442.39,3,3,On-Time,0,E-Commerce Retailer,9437,12000,1.31,Clear
SHIP-10653,2025-02-27,WH-North-Delhi,Delhi,Indore,Apparel,358,18799.9,1210,Road Freight (Truck),1160.85,7,8,Delayed,1,E-Commerce Retailer,5221,10000,1.24,Rainy
SHIP-10654,2025-02-13,WH-North-Delhi,Delhi,Kanpur,Apparel,29,6543.16,760,Express Courier,1164.06,3,3,On-Time,0,E-Commerce Retailer,4776,10000,1.5,Clear
SHIP-10655,2025-06-22,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,264,29054.63,1001,Express Courier,1632.61,5,6,Delayed,1,Individual,6136,8500,1.25,Clear
SHIP-10656,2025-06-09,WH-North-Delhi,Delhi,Kochi,Consumer Goods,326,39795.48,1810,Road Freight (Truck),1571.78,9,9,On-Time,0,E-Commerce Retailer,7487,10000,,Clear
SHIP-10657,2025-06-22,WH-South-Bengaluru,Bengaluru,Kochi,Electronics,47,8500.11,876,Express Courier,1358.76,4,4,On-Time,0,Enterprise,4365,8500,1.43,Clear
SHIP-10658,2025-11-13,WH-East-Kolkata,Kolkata,Patna,Electronics,157,32639.9,742,Road Freight (Truck),696.34,5,5,On-Time,0,Enterprise,5044,7500,1.16,Clear
SHIP-10659,2025-10-30,WH-North-Delhi,Delhi,Patna,Electronics,34,2398.38,1823,Rail Freight,1073.62,11,10,Early,0,E-Commerce Retailer,5937,10000,1.16,Rainy
SHIP-10660,2025-05-29,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,395,67314.83,1624,Rail Freight,1104.5,11,11,On-Time,0,Enterprise,7545,8500,1.46,Clear
SHIP-10661,2025-03-21,WH-West-Mumbai,Mumbai,Patna,Electronics,130,13925.54,587,Express Courier,946.14,3,3,On-Time,0,Enterprise,6636,12000,1.57,Clear
SHIP-10662,2025-08-01,WH-Central-Nagpur,Nagpur,Jaipur ,Automotive Parts,425,43199.2,1285,Rail Freight,938.53,9,10,Delayed,1,SMB,4767,6000,1.72,Rainy
SHIP-10663,2025-07-22,WH-West-Mumbai,Mumbai,Kanpur,Apparel,35,6200.46,475,Road Freight (Truck),453.21,4,4,On-Time,0,E-Commerce Retailer,8322,12000,1.26,Clear
SHIP-10664,2025-09-09,WH-East-Kolkata,Kolkata,Bhopal,Apparel,178,18865.88,828,Road Freight (Truck),765.53,5,6,Delayed,1,Enterprise,3415,7500,1.21,Clear
SHIP-10665,2025-08-17,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,332,31983.39,1614,Rail Freight,1043.13,10,13,Delayed,3,E-Commerce Retailer,5890,8500,1.18,Foggy
SHIP-10666,2025-06-13,WH-North-Delhi,Delhi,Kochi,Apparel,234,49475.5,1764,Express Courier,2708.69,5,4,Early,0,E-Commerce Retailer,4967,10000,1.41,Clear
SHIP-10667,2025-08-15,WH-South-Bengaluru,Bengaluru,Coimbatore,Perishables,10,388.0,1139,Road Freight (Truck),951.55,7,7,On-Time,0,SMB,6457,8500,1.52,Foggy
SHIP-10668,2025-05-27,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,316,54931.79,2031,Air Cargo,3775.68,5,5,On-Time,0,Enterprise,4294,6000,1.65,Foggy
SHIP-10669,2025-01-20,WH-South-Bengaluru,Bengaluru,Bhopal,Consumer Goods,270,19831.63,1734,Road Freight (Truck),1505.52,8,8,On-Time,0,Enterprise,3866,8500,1.56,Clear
SHIP-10670,2025-02-16,WH-East-Kolkata,Kolkata,Kanpur,Industrial Equipment,22,410.13,1021,Road Freight (Truck),866.15,6,8,Delayed,2,E-Commerce Retailer,4096,7500,,Clear
SHIP-10671,2025-08-21,WH-Central-Nagpur,Nagpur,Surat,Electronics,412,22326.12,792,Road Freight (Truck),850.06,5,6,Delayed,1,E-Commerce Retailer,4888,6000,1.43,Severe Heat
SHIP-10672,2025-11-01,WH-North-Delhi,Delhi,Lucknow,Electronics,405,63814.01,558,Express Courier,1057.07,4,4,On-Time,0,E-Commerce Retailer,5796,10000,1.7,Clear
SHIP-10673,2025-01-14,WH-North-Delhi,Delhi,Patna,Consumer Goods,57,10353.76,650,Road Freight (Truck),566.25,5,7,Delayed,2,SMB,6846,10000,1.35,Foggy
SHIP-10674,2025-05-23,WH-South-Bengaluru,Bengaluru,Indore,Electronics,418,8338.51,246,Road Freight (Truck),455.5,3,3,On-Time,0,Enterprise,5071,8500,1.45,Rainy
SHIP-10675,2025-01-01,WH-West-Mumbai,Mumbai,Coimbatore,Apparel,322,7586.31,324,Road Freight (Truck),478.07,4,3,Early,0,Enterprise,10597,12000,1.73,Clear
SHIP-10676,2025-02-23,WH-East-Kolkata,Kolkata,Patna,Electronics,380,86297.01,148,Express Courier,474.36,3,3,On-Time,0,E-Commerce Retailer,5266,7500,1.59,Clear
SHIP-10677,2025-09-16,WH-Central-Nagpur,Nagpur,Patna,Automotive Parts,300,9668.06,564,Road Freight (Truck),637.95,5,5,On-Time,0,Enterprise,4663,6000,1.6,Clear
SHIP-10678,2025-05-24,WH-West-Mumbai,Mumbai,Jaipur,Industrial Equipment,341,76770.29,1085,Road Freight (Truck),1048.29,6,6,On-Time,0,Enterprise,5870,12000,1.3,Clear
SHIP-10679,2025-01-12,WH-North-Delhi,Delhi,Kanpur,Apparel,103,7067.76,1862,Rail Freight,1088.2,12,13,Delayed,1,SMB,4689,10000,1.4,
SHIP-10680,2025-11-26,WH-East-Kolkata,Kolkata,Indore,Apparel,270,51004.13,583,Road Freight (Truck),605.21,4,4,On-Time,0,Enterprise,4288,7500,1.2,Stormy
SHIP-10681,2025-08-12,WH-West-Mumbai,Mumbai,Lucknow,Automotive Parts,287,25194.96,1423,Road Freight (Truck),1318.78,7,9,Delayed,2,Enterprise,7143,12000,1.51,Foggy
SHIP-10682,2025-09-29,WH-East-Kolkata,Kolkata,Kochi,Electronics,368,79784.88,270,Road Freight (Truck),447.82,3,2,Early,0,SMB,5799,7500,1.21,Clear
SHIP-10683,2025-12-24,WH-West-Mumbai,Mumbai,Jaipur,Automotive Parts,214,38435.88,359,Express Courier,692.19,2,2,On-Time,0,Enterprise,8609,12000,1.65,Stormy
SHIP-10684,2025-06-05,WH-South-Bengaluru,Bengaluru,Patna,Industrial Equipment,194,21228.68,385,Express Courier,715.74,3,3,On-Time,0,Enterprise,5321,8500,1.64,Foggy
SHIP-10685,2025-01-08,WH-North-Delhi,Delhi,Patna,Industrial Equipment,184,6059.32,1837,Road Freight (Truck),1570.23,10,13,Delayed,3,E-Commerce Retailer,7574,10000,1.47,Stormy
SHIP-10686,2025-05-02,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,447,83671.49,1248,Road Freight (Truck),1214.12,7,6,Early,0,E-Commerce Retailer,4478,8500,1.23,Clear
SHIP-10687,2025-12-14,WH-West-Mumbai,Mumbai,Indore,Electronics,396,63347.3,2080,Air Cargo,3913.65,5,7,Delayed,2,Enterprise,5758,12000,1.17,Foggy
SHIP-10688,2025-06-13,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,389,6101.17,1576,Rail Freight,1062.95,10,13,Delayed,3,E-Commerce Retailer,7238,8500,1.63,Rainy
SHIP-10689,2025-03-31,WH-North-Delhi,Delhi,Chandigarh,Industrial Equipment,318,5473.95,1032,Road Freight (Truck),987.14,7,7,On-Time,0,SMB,7150,10000,1.51,Clear
SHIP-10690,2025-05-16,WH-East-Kolkata,Kolkata,Indore,Electronics,424,86948.13,616,Road Freight (Truck),731.83,5,5,On-Time,0,SMB,5663,7500,1.58,Severe Heat
SHIP-10691,2025-07-05,WH-Central-Nagpur,Nagpur,Patna,Industrial Equipment,78,5924.8,1583,Rail Freight,924.97,10,10,On-Time,0,E-Commerce Retailer,3566,6000,1.33,Clear
SHIP-10692,2025-11-12,WH-North-Delhi,Delhi,Coimbatore,Electronics,113,18587.53,1891,Air Cargo,3456.46,6,7,Delayed,1,E-Commerce Retailer,6248,10000,1.46,Clear
SHIP-10693,2025-06-27,WH-North-Delhi,Delhi,Surat,Electronics,255,31043.8,804,Road Freight (Truck),823.79,6,10,Delayed,4,E-Commerce Retailer,4887,10000,1.6,Stormy
SHIP-10694,2025-01-28,WH-North-Delhi,Delhi,Patna,Electronics,170,37044.03,277,Road Freight (Truck),373.75,3,4,Delayed,1,Enterprise,8527,10000,1.43,Clear
SHIP-10695,2025-08-08,WH-South-Bengaluru,Bengaluru,Jaipur,Electronics,209,48171.55,291,Road Freight (Truck),407.83,3,3,On-Time,0,Enterprise,6191,8500,1.51,Stormy
SHIP-10696,2025-12-23,WH-South-Bengaluru,Bengaluru,Kanpur,Apparel,225,56081.21,613,Road Freight (Truck),632.84,5,6,Delayed,1,E-Commerce Retailer,4159,8500,1.62,Rainy
SHIP-10697,2025-02-10,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,443,22644.29,1089,Road Freight (Truck),1087.37,6,6,On-Time,0,SMB,7039,8500,1.28,Clear
SHIP-10698,2025-08-16,WH-North-Delhi,Delhi,Lucknow,Perishables,221,48133.04,1454,Express Courier,2269.38,5,5,On-Time,0,Enterprise,6587,10000,1.19,Clear
SHIP-10699,2025-07-11,WH-West-Mumbai,Mumbai,Kochi,Apparel,25,1937.88,1546,Rail Freight,904.84,10,12,Delayed,2,E-Commerce Retailer,9715,12000,1.47,Foggy
SHIP-10700,2025-05-25,WH-South-Bengaluru,Bengaluru,Lucknow ,Electronics,381,58613.7,1812,Air Cargo,3433.35,5,5,On-Time,0,E-Commerce Retailer,3875,8500,1.19,Rainy
SHIP-10701,2025-07-20,WH-West-Mumbai,Mumbai,Patna,Apparel,341,45645.11,1913,Road Freight (Truck),1675.24,10,15,Delayed,5,E-Commerce Retailer,5562,12000,1.61,Stormy
SHIP-10702,2025-07-31,WH-Central-Nagpur,Nagpur,Jaipur,Automotive Parts,214,4114.62,795,Road Freight (Truck),760.18,5,7,Delayed,2,Enterprise,3181,6000,1.58,Foggy
SHIP-10703,2025-08-08,WH-North-Delhi,Delhi,Patna,Industrial Equipment,374,87591.27,778,Express Courier,1370.91,4,4,On-Time,0,E-Commerce Retailer,5491,10000,1.68,Clear
SHIP-10704,2025-08-28,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,48,1603.53,1022,Road Freight (Truck),858.49,6,8,Delayed,2,Enterprise,6877,8500,1.53,Clear
SHIP-10705,2025-02-15,WH-West-Mumbai,Mumbai,Coimbatore,Automotive Parts,98,17319.68,785,Road Freight (Truck),709.26,5,8,Delayed,3,Enterprise,9385,12000,1.19,Stormy
SHIP-10706,2025-02-04,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,439,87570.23,1606,Rail Freight,1116.93,10,10,On-Time,0,SMB,8874,12000,1.3,Clear
SHIP-10707,2025-09-10,WH-East-Kolkata,Kolkata,Kanpur,Electronics,265,53501.55,486,Road Freight (Truck),568.5,3,5,Delayed,2,Enterprise,6494,7500,1.63,Clear
SHIP-10708,2025-03-23,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,263,12319.24,669,Road Freight (Truck),670.95,5,7,Delayed,2,Enterprise,4812,8500,1.25,Foggy
SHIP-10709,2025-09-13,WH-Central-Nagpur,Nagpur,Chandigarh,Apparel,225,27040.26,762,Road Freight (Truck),747.68,5,7,Delayed,2,E-Commerce Retailer,5250,6000,1.57,Foggy
SHIP-10710,2025-07-16,WH-North-Delhi,Delhi,Patna,Electronics,377,79138.25,2013,Road Freight (Truck),1789.2,11,12,Delayed,1,Enterprise,8774,10000,1.62,Rainy
SHIP-10711,2025-10-30,WH-North-Delhi,Delhi,Jaipur,Automotive Parts,312,26872.44,374,Express Courier,753.32,3,4,Delayed,1,Enterprise,6541,10000,1.35,Clear
SHIP-10712,2025-01-10,WH-East-Kolkata,Kolkata,Kanpur ,Consumer Goods,181,22610.69,327,Express Courier,627.54,2,3,Delayed,1,Enterprise,3707,7500,1.34,Rainy
SHIP-10713,2025-11-08,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,146,11549.56,569,Express Courier,983.39,3,4,Delayed,1,SMB,6727,8500,1.48,Rainy
SHIP-10714,2025-10-13,WH-West-Mumbai,Mumbai,Jaipur,Apparel,393,48706.29,214,Road Freight (Truck),423.18,3,3,On-Time,0,SMB,7300,12000,1.67,Stormy
SHIP-10715,2025-08-30,WH-North-Delhi,Delhi,Coimbatore,Electronics,187,41821.04,2003,Air Cargo,3678.99,5,6,Delayed,1,E-Commerce Retailer,8236,10000,1.28,Severe Heat
SHIP-10716,2025-09-08,WH-North-Delhi,Delhi,Chandigarh,Electronics,86,10488.06,958,Road Freight (Truck),859.48,6,6,On-Time,0,E-Commerce Retailer,5269,10000,1.71,Clear
SHIP-10717,2025-01-05,WH-Central-Nagpur,Nagpur,Patna,Apparel,197,28690.95,597,Express Courier,1003.58,3,5,Delayed,2,SMB,4221,6000,1.51,Foggy
SHIP-10718,2025-04-29,WH-North-Delhi,Delhi,Indore,Industrial Equipment,24,2638.43,802,Road Freight (Truck),694.89,6,7,Delayed,1,E-Commerce Retailer,6887,10000,1.75,
SHIP-10719,2025-10-16,WH-West-Mumbai,Mumbai,Chandigarh,Industrial Equipment,301,37061.39,881,Road Freight (Truck),855.93,5,4,Early,0,Enterprise,5965,12000,1.2,Clear
SHIP-10720,2025-03-06,WH-North-Delhi,Delhi,Kochi,Consumer Goods,328,6089.63,309,Road Freight (Truck),455.31,3,3,On-Time,0,Enterprise,6207,10000,1.23,Clear
SHIP-10721,2025-05-26,WH-West-Mumbai,Mumbai,Surat,Electronics,334,27281.19,830,Road Freight (Truck),845.06,6,5,Early,0,E-Commerce Retailer,5878,12000,1.65,Foggy
SHIP-10722,2025-08-12,WH-North-Delhi,Delhi,Indore,Electronics,223,26224.07,1627,Rail Freight,1033.29,11,15,Delayed,4,SMB,6684,10000,1.67,Clear
SHIP-10723,2025-08-27,WH-South-Bengaluru,Bengaluru,Patna,Apparel,217,35575.48,1876,Rail Freight,1139.62,12,13,Delayed,1,Individual,7192,8500,1.42,Clear
SHIP-10724,2025-06-26,WH-North-Delhi,Delhi,Bhopal,Electronics,178,21495.67,1679,Air Cargo,3105.1,4,4,On-Time,0,SMB,5769,10000,1.58,Clear
SHIP-10725,2025-09-24,WH-East-Kolkata,Kolkata,Indore,Consumer Goods,339,31997.19,875,Road Freight (Truck),909.68,5,5,On-Time,0,E-Commerce Retailer,6071,7500,1.67,Clear
SHIP-10726,2025-12-07,WH-North-Delhi,Delhi,Kochi,Apparel,289,30692.73,1566,Express Courier,2426.41,5,5,On-Time,0,SMB,5362,10000,1.18,Clear
SHIP-10727,2025-10-09,WH-South-Bengaluru,Bengaluru,Jaipur,Perishables,314,22588.82,955,Road Freight (Truck),931.92,5,5,On-Time,0,SMB,6516,8500,1.49,Clear
SHIP-10728,2025-03-04,WH-Central-Nagpur,Nagpur,Bhopal,Consumer Goods,155,35999.7,1783,Rail Freight,1118.95,11,14,Delayed,3,SMB,5281,6000,1.66,Severe Heat
SHIP-10729,2025-08-05,WH-South-Bengaluru,Bengaluru,Chandigarh,Electronics,272,37429.83,1748,Road Freight (Truck),1547.29,9,10,Delayed,1,E-Commerce Retailer,5119,8500,1.39,Rainy
SHIP-10730,2025-12-08,WH-South-Bengaluru,Bengaluru,Bhopal,Apparel,13,235.97,1955,Road Freight (Truck),1530.98,9,10,Delayed,1,SMB,7422,8500,1.33,Rainy
SHIP-10731,2025-11-11,WH-West-Mumbai,Mumbai,Kanpur,Apparel,99,1937.42,252,Road Freight (Truck),305.51,3,3,On-Time,0,Individual,8250,12000,1.63,Clear
SHIP-10732,2025-10-10,WH-West-Mumbai,Mumbai,Kochi,Consumer Goods,69,16811.57,174,Express Courier,349.8,2,2,On-Time,0,Enterprise,7186,12000,1.35,Rainy
SHIP-10733,2025-06-26,WH-South-Bengaluru,Bengaluru,Indore,Perishables,320,21453.11,629,Road Freight (Truck),661.12,5,5,On-Time,0,Enterprise,7406,8500,1.15,Rainy
SHIP-10734,2025-04-08,WH-Central-Nagpur,Nagpur,Kanpur,Automotive Parts,25,5107.95,789,Road Freight (Truck),721.71,6,7,Delayed,1,SMB,2790,6000,1.73,Rainy
SHIP-10735,2025-04-15,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,236,6771.95,1684,Air Cargo,3143.33,4,4,On-Time,0,SMB,3936,8500,1.51,Clear
SHIP-10736,2025-04-09,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,38,8795.98,529,Express Courier,853.47,4,4,On-Time,0,E-Commerce Retailer,6221,8500,1.64,Clear
SHIP-10737,2025-11-07,WH-East-Kolkata,Kolkata,Lucknow,Apparel,160,35278.08,1354,Rail Freight,859.55,8,8,On-Time,0,Enterprise,6183,7500,1.65,Foggy
SHIP-10738,2025-01-06,WH-West-Mumbai,Mumbai,Kochi,Industrial Equipment,254,37898.55,1809,Road Freight (Truck),1556.27,9,10,Delayed,1,E-Commerce Retailer,9638,12000,1.19,Rainy
SHIP-10739,2025-07-16,WH-North-Delhi,Delhi,Coimbatore,Electronics,279,4775.0,1436,Road Freight (Truck),1267.84,8,9,Delayed,1,SMB,4873,10000,1.25,Rainy
SHIP-10740,2025-12-17,WH-South-Bengaluru,Bengaluru,Jaipur,Apparel,88,6651.53,1106,Road Freight (Truck),966.79,7,7,On-Time,0,SMB,7621,8500,1.34,Rainy
SHIP-10741,2025-05-13,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,442,48886.67,853,Road Freight (Truck),916.51,6,6,On-Time,0,E-Commerce Retailer,4682,6000,1.34,Clear
SHIP-10742,2025-12-24,WH-North-Delhi,Delhi,Kochi,Electronics,298,36688.29,1258,Air Cargo,2442.06,5,8,Delayed,3,Enterprise,8960,10000,1.55,Foggy
SHIP-10743,2025-09-16,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,162,13762.63,2092,Road Freight (Truck),1727.39,10,10,On-Time,0,SMB,5139,8500,1.52,Clear
SHIP-10744,2025-01-23,WH-North-Delhi,Delhi,Coimbatore,Perishables,286,6504.43,1813,Road Freight (Truck),1550.39,10,11,Delayed,1,Individual,7761,10000,1.45,Rainy
SHIP-10745,2025-02-22,WH-South-Bengaluru,Bengaluru,Patna,Electronics,410,63008.78,378,Road Freight (Truck),558.14,4,5,Delayed,1,E-Commerce Retailer,7260,8500,1.28,Severe Heat
SHIP-10746,2025-06-14,WH-North-Delhi,Delhi,Kanpur,Consumer Goods,288,39794.79,1906,Road Freight (Truck),1657.57,10,10,On-Time,0,SMB,6288,10000,1.38,Foggy
SHIP-10747,2025-07-21,WH-West-Mumbai,Mumbai,Coimbatore,Consumer Goods,66,5379.34,1265,Road Freight (Truck),1080.42,8,8,On-Time,0,SMB,10841,12000,1.48,Clear
SHIP-10748,2025-03-24,WH-East-Kolkata,Kolkata,Lucknow,Automotive Parts,195,4665.25,418,Road Freight (Truck),493.93,3,3,On-Time,0,Enterprise,4309,7500,1.43,Clear
SHIP-10749,2025-05-25,WH-West-Mumbai,Mumbai,Kochi,Perishables,407,101232.96,1918,Rail Freight,1243.85,11,14,Delayed,3,SMB,7180,12000,1.23,Rainy
SHIP-10750,2025-03-26,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,102,13083.21,1524,Rail Freight,906.78,10,13,Delayed,3,E-Commerce Retailer,7501,8500,1.54,Stormy
SHIP-10751,2025-03-19,WH-East-Kolkata,Kolkata,Surat,Industrial Equipment,285,54908.38,680,Road Freight (Truck),705.32,5,5,On-Time,0,E-Commerce Retailer,6793,7500,1.19,Rainy
SHIP-10752,2025-01-01,WH-Central-Nagpur,Nagpur,Bhopal,Apparel,167,20256.06,2032,Rail Freight,1208.36,12,11,Early,0,Enterprise,3504,6000,1.38,Clear
SHIP-10753,2025-02-20,WH-North-Delhi,Delhi,Chandigarh,Apparel,284,7141.19,1984,Rail Freight,1238.94,11,12,Delayed,1,Enterprise,5141,10000,1.58,Clear
SHIP-10754,2025-06-22,WH-West-Mumbai,Mumbai,Kanpur,Consumer Goods,190,16673.67,1644,Rail Freight,973.54,11,12,Delayed,1,Enterprise,9681,12000,1.16,Rainy
SHIP-10755,2025-07-24,WH-North-Delhi,Delhi,Chandigarh,Electronics,368,33203.12,416,Road Freight (Truck),552.13,3,4,Delayed,1,Enterprise,8869,10000,1.49,Rainy
SHIP-10756,2025-09-17,WH-Central-Nagpur,Nagpur,Coimbatore,Consumer Goods,449,95193.81,481,Road Freight (Truck),656.07,3,2,Early,0,Enterprise,4394,6000,1.35,Severe Heat
SHIP-10757,2025-10-15,WH-Central-Nagpur,Nagpur,Kochi,Apparel,86,14511.99,708,Road Freight (Truck),637.36,4,4,On-Time,0,SMB,4489,6000,1.16,Clear
SHIP-10758,2025-02-03,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,160,12756.16,1606,Road Freight (Truck),1390.03,8,10,Delayed,2,Enterprise,6872,8500,1.26,Foggy
SHIP-10759,2025-12-14,WH-East-Kolkata,Kolkata,Indore,Automotive Parts,247,59877.47,1581,Express Courier,2453.22,6,6,On-Time,0,Enterprise,3914,7500,1.71,Clear
SHIP-10760,2025-04-05,WH-South-Bengaluru,Bengaluru,Coimbatore ,Electronics,298,26987.57,246,Road Freight (Truck),397.39,2,5,Delayed,3,SMB,7714,8500,1.46,Rainy
SHIP-10761,2025-03-13,WH-South-Bengaluru,Bengaluru,Kanpur,Electronics,240,59900.4,316,Road Freight (Truck),414.63,3,6,Delayed,3,Enterprise,5280,8500,1.75,Foggy
SHIP-10762,2025-02-08,WH-North-Delhi,Delhi,Surat,Apparel,27,6725.66,340,Express Courier,560.02,3,3,On-Time,0,Enterprise,7452,10000,1.46,Clear
SHIP-10763,2025-06-03,WH-East-Kolkata,Kolkata,Patna,Industrial Equipment,82,4914.63,1114,Express Courier,1700.17,5,5,On-Time,0,Enterprise,5026,7500,1.48,Clear
SHIP-10764,2025-09-07,WH-North-Delhi,Delhi,Kochi,Electronics,426,37698.51,210,Road Freight (Truck),453.1,3,3,On-Time,0,Enterprise,6700,10000,1.39,Foggy
SHIP-10765,2025-06-11,WH-East-Kolkata,Kolkata,Jaipur,Consumer Goods,425,54918.66,530,Road Freight (Truck),657.17,4,5,Delayed,1,SMB,5852,7500,1.34,Rainy
SHIP-10766,2025-04-28,WH-East-Kolkata,Kolkata,Chandigarh,Perishables,198,33870.6,127,Express Courier,326.94,3,3,On-Time,0,Enterprise,6881,7500,1.3,Clear
