shipment_id,order_date,warehouse,origin_city,destination_city,product_category,quantity,order_value,distance_km,transportation_mode,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,customer_segment,inventory_level,warehouse_capacity,fuel_cost,weather_condition,delivery_time,cost_per_km,cost_per_shipment,is_delayed,is_on_time,warehouse_utilization,route
SHIP-10586,2025-06-30,WH-Central-Nagpur,Nagpur,Jaipur,Apparel,330,34592.5,2066,Rail Freight,1273.49,13,13,On-Time,0,SMB,4199,6000,1.3,Clear,13,0.6164,1273.49,0,1,69.98,Nagpur -> Jaipur
SHIP-10587,2025-02-11,WH-East-Kolkata,Kolkata,Chandigarh,Electronics,446,36224.58,878,Road Freight (Truck),951.63,6,6,On-Time,0,Enterprise,4617,7500,1.45,Foggy,6,1.0839,951.63,0,1,61.56,Kolkata -> Chandigarh
SHIP-10588,2025-07-05,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,332,61309.13,282,Road Freight (Truck),446.47,3,4,Delayed,1,Enterprise,4794,8500,1.64,Clear,4,1.5832,446.47,1,0,56.4,Bengaluru -> Chandigarh
SHIP-10589,2025-08-11,WH-East-Kolkata,Kolkata,Surat,Apparel,355,77226.93,2027,Road Freight (Truck),1769.45,11,14,Delayed,3,SMB,3675,7500,1.43,Stormy,14,0.8729,1769.45,1,0,49.0,Kolkata -> Surat
SHIP-10590,2025-05-02,WH-Central-Nagpur,Nagpur,Patna,Apparel,411,69339.08,1316,Rail Freight,952.06,9,9,On-Time,0,SMB,4207,6000,1.72,Stormy,9,0.7234,952.06,0,1,70.12,Nagpur -> Patna
SHIP-10591,2025-05-13,WH-West-Mumbai,Mumbai,Patna,Apparel,402,54359.96,621,Road Freight (Truck),737.59,4,3,Early,0,SMB,10410,12000,1.66,Clear,3,1.1877,737.59,0,1,86.75,Mumbai -> Patna
SHIP-10592,2025-06-12,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,303,15861.24,666,Road Freight (Truck),715.35,5,5,On-Time,0,SMB,8303,12000,1.35,Clear,5,1.0741,715.35,0,1,69.19,Mumbai -> Jaipur
SHIP-10593,2025-08-03,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,96,2646.03,1427,Road Freight (Truck),1173.79,7,7,On-Time,0,SMB,6777,8500,1.39,Clear,7,0.8226,1173.79,0,1,79.73,Bengaluru -> Bhopal
SHIP-10594,2025-08-09,WH-East-Kolkata,Kolkata,Coimbatore,Consumer Goods,158,18918.54,1502,Rail Freight,939.39,10,11,Delayed,1,E-Commerce Retailer,4426,7500,1.4,Rainy,11,0.6254,939.39,1,0,59.01,Kolkata -> Coimbatore
SHIP-10595,2025-08-23,WH-East-Kolkata,Kolkata,Surat,Consumer Goods,258,6862.06,500,Road Freight (Truck),588.9,3,4,Delayed,1,Enterprise,4954,7500,1.53,Clear,4,1.1778,588.9,1,0,66.05,Kolkata -> Surat
SHIP-10596,2025-11-27,WH-East-Kolkata,Kolkata,Coimbatore,Apparel,330,49101.9,989,Road Freight (Truck),993.49,6,6,On-Time,0,Enterprise,4519,7500,1.32,Clear,6,1.0045,993.49,0,1,60.25,Kolkata -> Coimbatore
SHIP-10597,2025-05-26,WH-West-Mumbai,Mumbai,Kochi,Apparel,414,43445.72,1024,Road Freight (Truck),1068.98,7,7,On-Time,0,SMB,6016,12000,1.73,Clear,7,1.0439,1068.98,0,1,50.13,Mumbai -> Kochi
SHIP-10598,2025-08-27,WH-East-Kolkata,Kolkata,Patna,Consumer Goods,292,56338.32,2054,Rail Freight,1294.02,13,13,On-Time,0,SMB,4844,7500,1.52,Clear,13,0.63,1294.02,0,1,64.59,Kolkata -> Patna
SHIP-10599,2025-03-17,WH-North-Delhi,Delhi,Indore,Consumer Goods,371,32212.96,1676,Rail Freight,1102.82,11,13,Delayed,2,Enterprise,8092,10000,1.39,Severe Heat,13,0.658,1102.82,1,0,80.92,Delhi -> Indore
SHIP-10600,2025-01-09,WH-South-Bengaluru,Bengaluru,Kochi,Industrial Equipment,388,59888.16,1963,Rail Freight,1273.78,12,14,Delayed,2,SMB,5402,8500,1.54,Foggy,14,0.6489,1273.78,1,0,63.55,Bengaluru -> Kochi
SHIP-10601,2025-03-15,WH-North-Delhi,Delhi,Kochi,Consumer Goods,207,29260.61,1306,Rail Freight,858.42,8,7,Early,0,Enterprise,7555,10000,1.39,Clear,7,0.6573,858.42,0,1,75.55,Delhi -> Kochi
SHIP-10602,2025-09-10,WH-West-Mumbai,Mumbai,Jaipur,Electronics,53,853.69,1121,Air Cargo,2047.2,4,4,On-Time,0,SMB,9678,12000,1.64,Clear,4,1.8262,2047.2,0,1,80.65,Mumbai -> Jaipur
SHIP-10603,2025-08-18,WH-West-Mumbai,Mumbai,Lucknow,Consumer Goods,365,11684.2,728,Road Freight (Truck),786.4,4,6,Delayed,2,SMB,7220,12000,1.49,Clear,6,1.0802,786.4,1,0,60.17,Mumbai -> Lucknow
SHIP-10604,2025-01-07,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,37,3079.75,426,Road Freight (Truck),376.13,3,7,Delayed,4,SMB,9897,12000,1.18,Clear,7,0.8829,376.13,1,0,82.48,Mumbai -> Kochi
SHIP-10605,2025-06-23,WH-South-Bengaluru,Bengaluru,Surat,Electronics,438,97378.46,1482,Air Cargo,2873.72,4,6,Delayed,2,E-Commerce Retailer,5179,8500,1.26,Foggy,6,1.9391,2873.72,1,0,60.93,Bengaluru -> Surat
SHIP-10606,2025-05-21,WH-West-Mumbai,Mumbai,Kanpur,Perishables,26,1288.26,174,Road Freight (Truck),241.38,2,2,On-Time,0,Enterprise,6844,12000,1.67,Clear,2,1.3872,241.38,0,1,57.03,Mumbai -> Kanpur
SHIP-10607,2025-06-17,WH-West-Mumbai,Mumbai,Kanpur,Apparel,136,24760.18,1102,Road Freight (Truck),971.15,7,7,On-Time,0,Individual,6654,12000,1.49,Clear,7,0.8813,971.15,0,1,55.45,Mumbai -> Kanpur
SHIP-10608,2025-06-19,WH-North-Delhi,Delhi,Surat,Perishables,388,94571.56,452,Express Courier,897.14,4,6,Delayed,2,SMB,5439,10000,1.72,Stormy,6,1.9848,897.14,1,0,54.39,Delhi -> Surat
SHIP-10609,2025-10-10,WH-West-Mumbai,Mumbai,Lucknow,Perishables,177,35538.66,246,Road Freight (Truck),332.51,3,6,Delayed,3,SMB,9557,12000,1.19,Stormy,6,1.3517,332.51,1,0,79.64,Mumbai -> Lucknow
SHIP-10610,2025-05-02,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,253,18239.32,2083,Road Freight (Truck),1769.67,11,11,On-Time,0,E-Commerce Retailer,8671,10000,1.33,Clear,11,0.8496,1769.67,0,1,86.71,Delhi -> Lucknow
SHIP-10611,2025-07-13,WH-North-Delhi,Delhi,Jaipur,Electronics,396,90472.47,824,Road Freight (Truck),876.13,5,5,On-Time,0,E-Commerce Retailer,5584,10000,1.27,Clear,5,1.0633,876.13,0,1,55.84,Delhi -> Jaipur
SHIP-10612,2025-01-05,WH-South-Bengaluru,Bengaluru,Patna,Electronics,85,3134.82,362,Road Freight (Truck),366.95,3,3,On-Time,0,SMB,4165,8500,1.48,Clear,3,1.0137,366.95,0,1,49.0,Bengaluru -> Patna
SHIP-10613,2025-01-29,WH-South-Bengaluru,Bengaluru,Coimbatore,Electronics,240,30003.21,2004,Rail Freight,1222.03,12,13,Delayed,1,SMB,5078,8500,1.38,Rainy,13,0.6098,1222.03,1,0,59.74,Bengaluru -> Coimbatore
SHIP-10614,2025-06-14,WH-South-Bengaluru,Bengaluru,Lucknow,Industrial Equipment,213,47620.91,719,Express Courier,1197.37,4,5,Delayed,1,Enterprise,6453,8500,1.24,Severe Heat,5,1.6653,1197.37,1,0,75.92,Bengaluru -> Lucknow
SHIP-10615,2025-12-05,WH-West-Mumbai,Mumbai,Indore,Consumer Goods,257,42584.24,1991,Rail Freight,1239.09,12,12,On-Time,0,Enterprise,7478,12000,1.54,Clear,12,0.6223,1239.09,0,1,62.32,Mumbai -> Indore
SHIP-10616,2025-05-16,WH-West-Mumbai,Mumbai,Jaipur,Consumer Goods,311,34896.21,1552,Rail Freight,1017.31,10,10,On-Time,0,SMB,8497,12000,1.47,Clear,10,0.6555,1017.31,0,1,70.81,Mumbai -> Jaipur
SHIP-10617,2025-11-17,WH-Central-Nagpur,Nagpur,Chandigarh,Consumer Goods,223,18689.86,622,Road Freight (Truck),668.53,5,5,On-Time,0,Enterprise,4798,6000,1.31,Stormy,5,1.0748,668.53,0,1,79.97,Nagpur -> Chandigarh
SHIP-10618,2025-12-08,WH-South-Bengaluru,Bengaluru,Bhopal,Automotive Parts,224,23105.23,1870,Road Freight (Truck),1593.64,9,9,On-Time,0,SMB,5456,8500,1.44,Rainy,9,0.8522,1593.64,0,1,64.19,Bengaluru -> Bhopal
SHIP-10619,2025-05-25,WH-West-Mumbai,Mumbai,Chandigarh,Electronics,167,22478.42,723,Road Freight (Truck),693.46,5,5,On-Time,0,Enterprise,11038,12000,1.6,Severe Heat,5,0.9591,693.46,0,1,91.98,Mumbai -> Chandigarh
SHIP-10620,2025-11-23,WH-North-Delhi,Delhi,Jaipur,Electronics,78,7018.08,422,Express Courier,692.18,3,4,Delayed,1,E-Commerce Retailer,5900,10000,1.27,Clear,4,1.6402,692.18,1,0,59.0,Delhi -> Jaipur
SHIP-10621,2025-08-05,WH-West-Mumbai,Mumbai,Kochi,Electronics,402,97568.39,1607,Air Cargo,3068.06,4,4,On-Time,0,E-Commerce Retailer,10917,12000,1.33,Clear,4,1.9092,3068.06,0,1,90.98,Mumbai -> Kochi
SHIP-10622,2025-10-28,WH-West-Mumbai,Mumbai,Coimbatore,Automotive Parts,94,22021.69,354,Road Freight (Truck),366.96,3,3,On-Time,0,Individual,6545,12000,1.36,Clear,3,1.0366,366.96,0,1,54.54,Mumbai -> Coimbatore
SHIP-10623,2025-05-12,WH-West-Mumbai,Mumbai,Bhopal,Apparel,276,60611.75,1839,Rail Freight,1154.14,12,12,On-Time,0,SMB,6025,12000,1.6,Clear,12,0.6276,1154.14,0,1,50.21,Mumbai -> Bhopal
SHIP-10624,2025-10-19,WH-South-Bengaluru,Bengaluru,Chandigarh,Consumer Goods,78,8902.14,1181,Road Freight (Truck),1036.06,7,7,On-Time,0,E-Commerce Retailer,6824,8500,1.66,Rainy,7,0.8773,1036.06,0,1,80.28,Bengaluru -> Chandigarh
SHIP-10625,2025-03-11,WH-South-Bengaluru,Bengaluru,Bhopal,Electronics,108,19165.24,258,Road Freight (Truck),291.09,3,3,On-Time,0,E-Commerce Retailer,6630,8500,1.38,Clear,3,1.1283,291.09,0,1,78.0,Bengaluru -> Bhopal
SHIP-10626,2025-09-09,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,356,80870.7,314,Road Freight (Truck),444.55,4,4,On-Time,0,SMB,7065,8500,1.33,Clear,4,1.4158,444.55,0,1,83.12,Bengaluru -> Indore
SHIP-10627,2025-10-02,WH-East-Kolkata,Kolkata,Indore,Electronics,225,48341.46,1670,Air Cargo,3115.73,4,7,Delayed,3,Enterprise,4586,7500,1.68,Stormy,7,1.8657,3115.73,1,0,61.15,Kolkata -> Indore
SHIP-10628,2025-12-30,WH-East-Kolkata,Kolkata,Indore,Perishables,424,47643.54,1912,Road Freight (Truck),1704.73,9,9,On-Time,0,Individual,6656,7500,1.75,Clear,9,0.8916,1704.73,0,1,88.75,Kolkata -> Indore
SHIP-10629,2025-07-01,WH-East-Kolkata,Kolkata,Jaipur,Industrial Equipment,170,7039.82,766,Road Freight (Truck),718.18,6,7,Delayed,1,SMB,3796,7500,1.55,Rainy,7,0.9376,718.18,1,0,50.61,Kolkata -> Jaipur
SHIP-10630,2025-06-16,WH-Central-Nagpur,Nagpur,Coimbatore,Consumer Goods,432,14157.99,120,Road Freight (Truck),371.59,2,1,Early,0,SMB,2785,6000,1.74,Clear,1,3.0966,371.59,0,1,46.42,Nagpur -> Coimbatore
SHIP-10631,2025-04-01,WH-North-Delhi,Delhi,Jaipur,Automotive Parts,103,15512.84,680,Road Freight (Truck),636.61,5,7,Delayed,2,Enterprise,5912,10000,1.55,Foggy,7,0.9362,636.61,1,0,59.12,Delhi -> Jaipur
SHIP-10632,2025-07-21,WH-North-Delhi,Delhi,Kanpur,Electronics,183,30381.21,1239,Rail Freight,808.86,9,9,On-Time,0,Enterprise,8247,10000,1.59,Clear,9,0.6528,808.86,0,1,82.47,Delhi -> Kanpur
SHIP-10633,2025-12-12,WH-North-Delhi,Delhi,Kochi,Industrial Equipment,174,37360.06,832,Road Freight (Truck),787.79,6,6,On-Time,0,E-Commerce Retailer,7663,10000,1.38,Foggy,6,0.9469,787.79,0,1,76.63,Delhi -> Kochi
SHIP-10634,2025-01-19,WH-South-Bengaluru,Bengaluru,Kochi,Automotive Parts,124,10383.89,532,Express Courier,911.37,4,4,On-Time,0,SMB,5567,8500,1.41,Clear,4,1.7131,911.37,0,1,65.49,Bengaluru -> Kochi
SHIP-10635,2025-02-08,WH-Central-Nagpur,Nagpur,Indore,Consumer Goods,229,12447.42,657,Road Freight (Truck),671.46,4,6,Delayed,2,Enterprise,3422,6000,1.24,Clear,6,1.022,671.46,1,0,57.03,Nagpur -> Indore
SHIP-10636,2025-05-06,WH-North-Delhi,Delhi,Kanpur,Industrial Equipment,40,4162.65,1998,Road Freight (Truck),1631.95,10,10,On-Time,0,Enterprise,4778,10000,1.64,Rainy,10,0.8168,1631.95,0,1,47.78,Delhi -> Kanpur
SHIP-10637,2025-06-22,WH-Central-Nagpur,Nagpur,Lucknow,Consumer Goods,20,1961.8,548,Road Freight (Truck),506.94,5,5,On-Time,0,SMB,3651,6000,1.71,Clear,5,0.9251,506.94,0,1,60.85,Nagpur -> Lucknow
SHIP-10638,2025-05-21,WH-North-Delhi,Delhi,Lucknow,Consumer Goods,352,16237.83,354,Road Freight (Truck),506.5,3,3,On-Time,0,SMB,6662,10000,1.52,Clear,3,1.4308,506.5,0,1,66.62,Delhi -> Lucknow
SHIP-10639,2025-08-30,WH-Central-Nagpur,Nagpur,Indore,Electronics,386,66772.76,468,Road Freight (Truck),602.64,4,4,On-Time,0,Enterprise,4637,6000,1.36,Foggy,4,1.2877,602.64,0,1,77.28,Nagpur -> Indore
SHIP-10640,2025-08-08,WH-West-Mumbai,Mumbai,Chandigarh,Consumer Goods,139,18701.42,1899,Road Freight (Truck),1573.46,10,13,Delayed,3,E-Commerce Retailer,9043,12000,1.24,Stormy,13,0.8286,1573.46,1,0,75.36,Mumbai -> Chandigarh
SHIP-10641,2025-05-06,WH-North-Delhi,Delhi,Jaipur,Industrial Equipment,114,21028.88,2013,Road Freight (Truck),1650.12,11,13,Delayed,2,Enterprise,8952,10000,1.31,Clear,13,0.8197,1650.12,1,0,89.52,Delhi -> Jaipur
SHIP-10642,2025-02-27,WH-West-Mumbai,Mumbai,Indore,Perishables,36,3523.77,1624,Rail Freight,953.49,11,10,Early,0,SMB,5966,12000,1.3,Clear,10,0.5871,953.49,0,1,49.72,Mumbai -> Indore
SHIP-10643,2025-05-28,WH-West-Mumbai,Mumbai,Patna,Apparel,236,21603.44,1982,Rail Freight,1220.51,11,11,On-Time,0,E-Commerce Retailer,7296,12000,1.52,Clear,11,0.6158,1220.51,0,1,60.8,Mumbai -> Patna
SHIP-10644,2025-11-13,WH-West-Mumbai,Mumbai,Bhopal,Automotive Parts,11,1386.61,515,Express Courier,820.04,3,3,On-Time,0,Enterprise,8116,12000,1.72,Clear,3,1.5923,820.04,0,1,67.63,Mumbai -> Bhopal
SHIP-10645,2025-12-27,WH-West-Mumbai,Mumbai,Kochi,Automotive Parts,368,81398.19,1494,Road Freight (Truck),1397.49,8,10,Delayed,2,E-Commerce Retailer,9182,12000,1.18,Clear,10,0.9354,1397.49,1,0,76.52,Mumbai -> Kochi
SHIP-10646,2025-01-01,WH-East-Kolkata,Kolkata,Lucknow,Electronics,110,2691.27,535,Road Freight (Truck),510.69,4,5,Delayed,1,E-Commerce Retailer,5121,7500,1.15,Rainy,5,0.9546,510.69,1,0,68.28,Kolkata -> Lucknow
SHIP-10647,2025-12-14,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,30,6124.07,2029,Road Freight (Truck),1628.31,10,10,On-Time,0,E-Commerce Retailer,7471,8500,1.51,Clear,10,0.8025,1628.31,0,1,87.89,Bengaluru -> Surat
SHIP-10648,2025-07-09,WH-West-Mumbai,Mumbai,Lucknow,Electronics,67,6814.71,1035,Air Cargo,1905.49,3,4,Delayed,1,Enterprise,8832,12000,1.32,Severe Heat,4,1.8411,1905.49,1,0,73.6,Mumbai -> Lucknow
SHIP-10649,2025-07-10,WH-South-Bengaluru,Bengaluru,Kochi,Apparel,398,85902.52,2030,Rail Freight,1324.26,12,12,On-Time,0,Enterprise,3983,8500,1.68,Rainy,12,0.6523,1324.26,0,1,46.86,Bengaluru -> Kochi
SHIP-10650,2025-11-08,WH-East-Kolkata,Kolkata,Bhopal,Perishables,189,38464.85,1194,Road Freight (Truck),1085.09,7,8,Delayed,1,Enterprise,3775,7500,1.35,Rainy,8,0.9088,1085.09,1,0,50.33,Kolkata -> Bhopal
SHIP-10651,2025-04-27,WH-West-Mumbai,Mumbai,Kochi,Electronics,438,42468.0,200,Express Courier,528.93,2,2,On-Time,0,SMB,9649,12000,1.32,Clear,2,2.6446,528.93,0,1,80.41,Mumbai -> Kochi
SHIP-10652,2025-05-14,WH-West-Mumbai,Mumbai,Surat,Industrial Equipment,350,62321.35,155,Express Courier,442.39,3,3,On-Time,0,E-Commerce Retailer,9437,12000,1.31,Clear,3,2.8541,442.39,0,1,78.64,Mumbai -> Surat
SHIP-10653,2025-02-27,WH-North-Delhi,Delhi,Indore,Apparel,358,18799.9,1210,Road Freight (Truck),1160.85,7,8,Delayed,1,E-Commerce Retailer,5221,10000,1.24,Rainy,8,0.9594,1160.85,1,0,52.21,Delhi -> Indore
SHIP-10654,2025-02-13,WH-North-Delhi,Delhi,Kanpur,Apparel,29,6543.16,760,Express Courier,1164.06,3,3,On-Time,0,E-Commerce Retailer,4776,10000,1.5,Clear,3,1.5317,1164.06,0,1,47.76,Delhi -> Kanpur
SHIP-10655,2025-06-22,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,264,29054.63,1001,Express Courier,1632.61,5,6,Delayed,1,Individual,6136,8500,1.25,Clear,6,1.631,1632.61,1,0,72.19,Bengaluru -> Surat
SHIP-10656,2025-06-09,WH-North-Delhi,Delhi,Kochi,Consumer Goods,326,39795.48,1810,Road Freight (Truck),1571.78,9,9,On-Time,0,E-Commerce Retailer,7487,10000,1.45,Clear,9,0.8684,1571.78,0,1,74.87,Delhi -> Kochi
SHIP-10657,2025-06-22,WH-South-Bengaluru,Bengaluru,Kochi,Electronics,47,8500.11,876,Express Courier,1358.76,4,4,On-Time,0,Enterprise,4365,8500,1.43,Clear,4,1.5511,1358.76,0,1,51.35,Bengaluru -> Kochi
SHIP-10658,2025-11-13,WH-East-Kolkata,Kolkata,Patna,Electronics,157,32639.9,742,Road Freight (Truck),696.34,5,5,On-Time,0,Enterprise,5044,7500,1.16,Clear,5,0.9385,696.34,0,1,67.25,Kolkata -> Patna
SHIP-10659,2025-10-30,WH-North-Delhi,Delhi,Patna,Electronics,34,2398.38,1823,Rail Freight,1073.62,11,10,Early,0,E-Commerce Retailer,5937,10000,1.16,Rainy,10,0.5889,1073.62,0,1,59.37,Delhi -> Patna
SHIP-10660,2025-05-29,WH-South-Bengaluru,Bengaluru,Coimbatore,Apparel,395,67314.83,1624,Rail Freight,1104.5,11,11,On-Time,0,Enterprise,7545,8500,1.46,Clear,11,0.6801,1104.5,0,1,88.76,Bengaluru -> Coimbatore
SHIP-10661,2025-03-21,WH-West-Mumbai,Mumbai,Patna,Electronics,130,13925.54,587,Express Courier,946.14,3,3,On-Time,0,Enterprise,6636,12000,1.57,Clear,3,1.6118,946.14,0,1,55.3,Mumbai -> Patna
SHIP-10662,2025-08-01,WH-Central-Nagpur,Nagpur,Jaipur,Automotive Parts,425,43199.2,1285,Rail Freight,938.53,9,10,Delayed,1,SMB,4767,6000,1.72,Rainy,10,0.7304,938.53,1,0,79.45,Nagpur -> Jaipur
SHIP-10663,2025-07-22,WH-West-Mumbai,Mumbai,Kanpur,Apparel,35,6200.46,475,Road Freight (Truck),453.21,4,4,On-Time,0,E-Commerce Retailer,8322,12000,1.26,Clear,4,0.9541,453.21,0,1,69.35,Mumbai -> Kanpur
SHIP-10664,2025-09-09,WH-East-Kolkata,Kolkata,Bhopal,Apparel,178,18865.88,828,Road Freight (Truck),765.53,5,6,Delayed,1,Enterprise,3415,7500,1.21,Clear,6,0.9246,765.53,1,0,45.53,Kolkata -> Bhopal
SHIP-10665,2025-08-17,WH-South-Bengaluru,Bengaluru,Surat,Consumer Goods,332,31983.39,1614,Rail Freight,1043.13,10,13,Delayed,3,E-Commerce Retailer,5890,8500,1.18,Foggy,13,0.6463,1043.13,1,0,69.29,Bengaluru -> Surat
SHIP-10666,2025-06-13,WH-North-Delhi,Delhi,Kochi,Apparel,234,49475.5,1764,Express Courier,2708.69,5,4,Early,0,E-Commerce Retailer,4967,10000,1.41,Clear,4,1.5355,2708.69,0,1,49.67,Delhi -> Kochi
SHIP-10667,2025-08-15,WH-South-Bengaluru,Bengaluru,Coimbatore,Perishables,10,388.0,1139,Road Freight (Truck),951.55,7,7,On-Time,0,SMB,6457,8500,1.52,Foggy,7,0.8354,951.55,0,1,75.96,Bengaluru -> Coimbatore
SHIP-10668,2025-05-27,WH-Central-Nagpur,Nagpur,Coimbatore,Electronics,316,54931.79,2031,Air Cargo,3775.68,5,5,On-Time,0,Enterprise,4294,6000,1.65,Foggy,5,1.859,3775.68,0,1,71.57,Nagpur -> Coimbatore
SHIP-10669,2025-01-20,WH-South-Bengaluru,Bengaluru,Bhopal,Consumer Goods,270,19831.63,1734,Road Freight (Truck),1505.52,8,8,On-Time,0,Enterprise,3866,8500,1.56,Clear,8,0.8682,1505.52,0,1,45.48,Bengaluru -> Bhopal
SHIP-10670,2025-02-16,WH-East-Kolkata,Kolkata,Kanpur,Industrial Equipment,22,410.13,1021,Road Freight (Truck),866.15,6,8,Delayed,2,E-Commerce Retailer,4096,7500,1.45,Clear,8,0.8483,866.15,1,0,54.61,Kolkata -> Kanpur
SHIP-10671,2025-08-21,WH-Central-Nagpur,Nagpur,Surat,Electronics,412,22326.12,792,Road Freight (Truck),850.06,5,6,Delayed,1,E-Commerce Retailer,4888,6000,1.43,Severe Heat,6,1.0733,850.06,1,0,81.47,Nagpur -> Surat
SHIP-10672,2025-11-01,WH-North-Delhi,Delhi,Lucknow,Electronics,405,63814.01,558,Express Courier,1057.07,4,4,On-Time,0,E-Commerce Retailer,5796,10000,1.7,Clear,4,1.8944,1057.07,0,1,57.96,Delhi -> Lucknow
SHIP-10673,2025-01-14,WH-North-Delhi,Delhi,Patna,Consumer Goods,57,10353.76,650,Road Freight (Truck),566.25,5,7,Delayed,2,SMB,6846,10000,1.35,Foggy,7,0.8712,566.25,1,0,68.46,Delhi -> Patna
SHIP-10674,2025-05-23,WH-South-Bengaluru,Bengaluru,Indore,Electronics,418,8338.51,246,Road Freight (Truck),455.5,3,3,On-Time,0,Enterprise,5071,8500,1.45,Rainy,3,1.8516,455.5,0,1,59.66,Bengaluru -> Indore
SHIP-10675,2025-01-01,WH-West-Mumbai,Mumbai,Coimbatore,Apparel,322,7586.31,324,Road Freight (Truck),478.07,4,3,Early,0,Enterprise,10597,12000,1.73,Clear,3,1.4755,478.07,0,1,88.31,Mumbai -> Coimbatore
SHIP-10676,2025-02-23,WH-East-Kolkata,Kolkata,Patna,Electronics,380,86297.01,148,Express Courier,474.36,3,3,On-Time,0,E-Commerce Retailer,5266,7500,1.59,Clear,3,3.2051,474.36,0,1,70.21,Kolkata -> Patna
SHIP-10677,2025-09-16,WH-Central-Nagpur,Nagpur,Patna,Automotive Parts,300,9668.06,564,Road Freight (Truck),637.95,5,5,On-Time,0,Enterprise,4663,6000,1.6,Clear,5,1.1311,637.95,0,1,77.72,Nagpur -> Patna
SHIP-10678,2025-05-24,WH-West-Mumbai,Mumbai,Jaipur,Industrial Equipment,341,76770.29,1085,Road Freight (Truck),1048.29,6,6,On-Time,0,Enterprise,5870,12000,1.3,Clear,6,0.9662,1048.29,0,1,48.92,Mumbai -> Jaipur
SHIP-10679,2025-01-12,WH-North-Delhi,Delhi,Kanpur,Apparel,103,7067.76,1862,Rail Freight,1088.2,12,13,Delayed,1,SMB,4689,10000,1.4,Clear,13,0.5844,1088.2,1,0,46.89,Delhi -> Kanpur
SHIP-10680,2025-11-26,WH-East-Kolkata,Kolkata,Indore,Apparel,270,51004.13,583,Road Freight (Truck),605.21,4,4,On-Time,0,Enterprise,4288,7500,1.2,Stormy,4,1.0381,605.21,0,1,57.17,Kolkata -> Indore
SHIP-10681,2025-08-12,WH-West-Mumbai,Mumbai,Lucknow,Automotive Parts,287,25194.96,1423,Road Freight (Truck),1318.78,7,9,Delayed,2,Enterprise,7143,12000,1.51,Foggy,9,0.9268,1318.78,1,0,59.52,Mumbai -> Lucknow
SHIP-10682,2025-09-29,WH-East-Kolkata,Kolkata,Kochi,Electronics,368,79784.88,270,Road Freight (Truck),447.82,3,2,Early,0,SMB,5799,7500,1.21,Clear,2,1.6586,447.82,0,1,77.32,Kolkata -> Kochi
SHIP-10683,2025-12-24,WH-West-Mumbai,Mumbai,Jaipur,Automotive Parts,214,38435.88,359,Express Courier,692.19,2,2,On-Time,0,Enterprise,8609,12000,1.65,Stormy,2,1.9281,692.19,0,1,71.74,Mumbai -> Jaipur
SHIP-10684,2025-06-05,WH-South-Bengaluru,Bengaluru,Patna,Industrial Equipment,194,21228.68,385,Express Courier,715.74,3,3,On-Time,0,Enterprise,5321,8500,1.64,Foggy,3,1.8591,715.74,0,1,62.6,Bengaluru -> Patna
SHIP-10685,2025-01-08,WH-North-Delhi,Delhi,Patna,Industrial Equipment,184,6059.32,1837,Road Freight (Truck),1570.23,10,13,Delayed,3,E-Commerce Retailer,7574,10000,1.47,Stormy,13,0.8548,1570.23,1,0,75.74,Delhi -> Patna
SHIP-10686,2025-05-02,WH-South-Bengaluru,Bengaluru,Chandigarh,Apparel,447,83671.49,1248,Road Freight (Truck),1214.12,7,6,Early,0,E-Commerce Retailer,4478,8500,1.23,Clear,6,0.9729,1214.12,0,1,52.68,Bengaluru -> Chandigarh
SHIP-10687,2025-12-14,WH-West-Mumbai,Mumbai,Indore,Electronics,396,63347.3,2080,Air Cargo,3913.65,5,7,Delayed,2,Enterprise,5758,12000,1.17,Foggy,7,1.8816,3913.65,1,0,47.98,Mumbai -> Indore
SHIP-10688,2025-06-13,WH-South-Bengaluru,Bengaluru,Indore,Consumer Goods,389,6101.17,1576,Rail Freight,1062.95,10,13,Delayed,3,E-Commerce Retailer,7238,8500,1.63,Rainy,13,0.6745,1062.95,1,0,85.15,Bengaluru -> Indore
SHIP-10689,2025-03-31,WH-North-Delhi,Delhi,Chandigarh,Industrial Equipment,318,5473.95,1032,Road Freight (Truck),987.14,7,7,On-Time,0,SMB,7150,10000,1.51,Clear,7,0.9565,987.14,0,1,71.5,Delhi -> Chandigarh
SHIP-10690,2025-05-16,WH-East-Kolkata,Kolkata,Indore,Electronics,424,86948.13,616,Road Freight (Truck),731.83,5,5,On-Time,0,SMB,5663,7500,1.58,Severe Heat,5,1.188,731.83,0,1,75.51,Kolkata -> Indore
SHIP-10691,2025-07-05,WH-Central-Nagpur,Nagpur,Patna,Industrial Equipment,78,5924.8,1583,Rail Freight,924.97,10,10,On-Time,0,E-Commerce Retailer,3566,6000,1.33,Clear,10,0.5843,924.97,0,1,59.43,Nagpur -> Patna
