shipment_id,order_date,origin_city,destination_city,product_category,quantity,order_value,distance_km,shipping_cost,estimated_delivery_days,actual_delivery_days,delivery_status,delay_days,inventory_level,warehouse_capacity,fuel_cost,shipping_cost_standardized,shipping_cost_normalized,distance_km_standardized,distance_km_normalized,transportation_mode_Express Courier,transportation_mode_Rail Freight,transportation_mode_Road Freight (Truck),weather_condition_Foggy,weather_condition_Rainy,weather_condition_Severe Heat,weather_condition_Stormy,warehouse_WH-East-Kolkata,warehouse_WH-North-Delhi,warehouse_WH-South-Bengaluru,warehouse_WH-West-Mumbai,customer_segment_Enterprise,customer_segment_Individual,customer_segment_SMB
SHIP-10584,2025-02-08,Nagpur,Jaipur,Apparel,290,41793.56,2023,1741.45,11,13,Delayed,2,4255,6000,1.34,1.2349379102188416,0.7510215779113301,1.55886358383969,0.9615967660434565,False,False,True,True,False,False,False,False,False,False,False,True,False,False
SHIP-10585,2025-04-19,Mumbai,Kochi,Apparel,313,52960.25,1384,918.53,9,15,Delayed,6,9978,12000,1.49,-0.303533098737319,0.35129407964482473,0.4463257886001352,0.6387064173825165,False,True,False,True,False,False,False,False,False,False,True,False,False,False
SHIP-10586,2025-06-30,Nagpur,Jaipur,Apparel,330,34592.5,2066,1273.49,13,13,On-Time,0,4199,6000,1.3,0.36007414053147846,0.5237133582924196,1.6337291944739636,0.9833249115715009,False,True,False,False,False,False,False,False,False,False,False,False,False,True
SHIP-10587,2025-02-11,Kolkata,Chandigarh,Electronics,446,36224.58,878,951.63,6,6,On-Time,0,4617,7500,1.45,-0.24165176106603994,0.36737216766385616,-0.43465093188689874,0.3830217281455281,False,False,True,True,False,False,False,True,False,False,False,True,False,False
SHIP-10588,2025-07-05,Bengaluru,Chandigarh,Consumer Goods,332,61309.13,282,446.47,3,4,Delayed,1,4794,8500,1.64,-1.186061928377922,0.12199431438005247,-1.47232311649218,0.08185952501263263,False,False,True,False,False,False,False,False,False,True,False,True,False,False
SHIP-10589,2025-08-11,Kolkata,Surat,Apparel,355,77226.93,2027,1769.45,11,14,Delayed,3,3675,7500,1.43,1.2872846611190172,0.7646223774440454,1.56582782668939,0.9636179888832744,False,False,True,False,False,False,True,True,False,False,False,False,False,True
SHIP-10590,2025-05-02,Nagpur,Patna,Apparel,411,69339.08,1316,952.06,9,9,On-Time,0,4207,6000,1.72,-0.24084786453435875,0.3675810370852514,0.3279336601552374,0.604345629105609,False,True,False,False,False,False,True,False,False,False,False,False,False,True
SHIP-10591,2025-05-13,Mumbai,Patna,Apparel,402,54359.96,621,737.59,4,3,Early,0,10410,12000,1.66,-0.6418052811615249,0.26340377009305616,-0.8821035349801156,0.2531581606872158,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SHIP-10592,2025-06-12,Mumbai,Jaipur,Consumer Goods,303,15861.24,666,715.35,5,5,On-Time,0,8303,12000,1.35,-0.6833835575908073,0.2526008493213565,-0.803755802920992,0.2758969176351693,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SHIP-10593,2025-08-03,Bengaluru,Bhopal,Automotive Parts,96,2646.03,1427,1173.79,7,7,On-Time,0,6777,8500,1.39,0.173682316790496,0.4752847970991437,0.5211913992344088,0.6604345629105609,False,False,True,False,False,False,False,False,False,True,False,False,False,True
SHIP-10594,2025-08-09,Kolkata,Coimbatore,Consumer Goods,158,18918.54,1502,939.39,10,11,Delayed,1,4426,7500,1.4,-0.2645347693166881,0.3614266752966977,0.6517709526662815,0.6983324911571501,False,True,False,False,True,False,False,True,False,False,False,False,False,False
SHIP-10595,2025-08-23,Kolkata,Surat,Consumer Goods,258,6862.06,500,588.9,3,4,Delayed,1,4954,7500,1.53,-0.919785223709636,0.1911786671459329,-1.0927718811835367,0.19201616978271854,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHIP-10596,2025-11-27,Kolkata,Coimbatore,Apparel,330,49101.9,989,993.49,6,6,On-Time,0,4519,7500,1.32,-0.1633933684702774,0.38770536296526564,-0.24139319280772728,0.4391106619504801,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHIP-10597,2025-05-26,Mumbai,Kochi,Apparel,414,43445.72,1024,1068.98,7,7,On-Time,0,6016,12000,1.73,-0.022262788989768283,0.4243740899911473,-0.18045606787285337,0.4567963617988884,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SHIP-10598,2025-08-27,Kolkata,Patna,Consumer Goods,292,56338.32,2054,1294.02,13,13,On-Time,0,4844,7500,1.52,0.3984555261022143,0.5336856588069426,1.612836465924864,0.9772612430520465,False,True,False,False,False,False,False,True,False,False,False,False,False,True
SHIP-10599,2025-03-17,Delhi,Indore,Consumer Goods,371,32212.96,1676,1102.82,11,13,Delayed,2,8092,10000,1.39,0.041001998526729484,0.44081162771211463,0.954715516628226,0.7862556846892371,False,True,False,False,False,True,False,False,True,False,False,True,False,False
SHIP-10600,2025-01-09,Bengaluru,Kochi,Industrial Equipment,388,59888.16,1963,1273.78,12,14,Delayed,2,5402,8500,1.54,0.3606163033086588,0.5238542237161512,1.454399941094192,0.931278423446185,False,True,False,True,False,False,False,False,False,True,False,False,False,True
SHIP-10601,2025-03-15,Delhi,Kochi,Consumer Goods,207,29260.61,1306,858.42,8,7,Early,0,7555,10000,1.39,-0.4159103557590888,0.32209607750512753,0.3105230530309877,0.5992925720060638,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SHIP-10602,2025-09-10,Mumbai,Jaipur,Electronics,53,853.69,1121,2047.2,4,4,On-Time,0,9678,12000,1.64,1.8065457347805804,0.8995374513801775,-0.011573178767631444,0.5058110156644771,False,False,False,False,False,False,False,False,False,False,True,False,False,True
SHIP-10603,2025-08-18,Mumbai,Lucknow,Consumer Goods,365,11684.2,728,786.4,4,6,Delayed,2,7220,12000,1.49,-0.5505536771816119,0.28711287813562175,-0.6958100387506441,0.3072258716523497,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SHIP-10604,2025-01-07,Mumbai,Kochi,Automotive Parts,37,3079.75,426,376.13,3,7,Delayed,4,9897,12000,1.18,-1.3175644447464345,0.0878271629825096,-1.2216103739029844,0.15462354724608388,False,False,True,False,False,False,False,False,False,False,True,False,False,True
SHIP-10605,2025-06-23,Bengaluru,Surat,Electronics,438,97378.46,1482,2254.0225000000005,4,6,Delayed,2,5179,8500,1.26,2.193205945068137,1.0000000000000002,0.6169497384177821,0.6882263769580597,False,False,False,True,False,False,False,False,False,True,False,False,False,False
SHIP-10606,2025-05-21,Mumbai,Kanpur,Perishables,26,1288.26,174,241.38,2,2,On-Time,0,6844,12000,1.67,-1.5694831834535297,0.022373315231316804,-1.6603576734340766,0.02728650833754421,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10607,2025-06-17,Mumbai,Kanpur,Apparel,136,24760.18,1102,971.15,7,7,On-Time,0,6654,12000,1.49,-0.20515859758134614,0.3768538679095206,-0.04465333230370584,0.49621020717534114,False,False,True,False,False,False,False,False,False,False,True,False,True,False
SHIP-10608,2025-06-19,Delhi,Surat,Perishables,388,94571.56,452,897.14,4,6,Delayed,2,5439,10000,1.72,-0.3435222773714174,0.3409040402875111,-1.1763427953799352,0.16776149570490148,True,False,False,False,False,False,True,False,True,False,False,False,False,True
SHIP-10609,2025-10-10,Mumbai,Lucknow,Perishables,177,35538.66,246,332.51,3,6,Delayed,3,9557,12000,1.19,-1.3991132045416368,0.06663906028190085,-1.5350013021394788,0.06366851945426985,False,False,True,False,False,False,True,False,False,False,True,False,False,True
SHIP-10610,2025-05-02,Delhi,Lucknow,Consumer Goods,253,18239.32,2083,1769.67,11,11,On-Time,0,8671,10000,1.33,1.2876959570189472,0.7647292408689453,1.6633272265851882,0.9919151086407277,False,False,True,False,False,False,False,False,True,False,False,False,False,False
SHIP-10611,2025-07-13,Delhi,Jaipur,Electronics,396,90472.47,824,876.13,5,5,On-Time,0,5584,10000,1.27,-0.3828010358147277,0.33069858320957,-0.5286682103578471,0.3557352198079839,False,False,True,False,False,False,False,False,True,False,False,False,False,False
SHIP-10612,2025-01-05,Bengaluru,Patna,Electronics,85,3134.82,362,366.95,3,3,On-Time,0,4165,8500,1.48,-1.3347267009344206,0.08336804370714075,-1.3330382594981824,0.12228398180899444,False,False,True,False,False,False,False,False,False,True,False,False,False,True
SHIP-10613,2025-01-29,Bengaluru,Coimbatore,Electronics,240,30003.21,2004,1222.03,12,13,Delayed,1,5078,8500,1.38,0.2638682904842271,0.4987170317226504,1.5257834303036157,0.9519959575543205,False,True,False,False,True,False,False,False,False,True,False,False,False,True
SHIP-10614,2025-06-14,Bengaluru,Lucknow,Industrial Equipment,213,47620.91,719,1197.37,4,5,Delayed,1,6453,8500,1.24,0.21776575915571517,0.48673861327705176,-0.7114795851624688,0.30267812026275903,True,False,False,False,False,True,False,False,False,True,False,True,False,False
SHIP-10615,2025-12-05,Mumbai,Indore,Consumer Goods,257,42584.24,1991,1239.09,12,12,On-Time,0,7478,12000,1.54,0.29576241799697683,0.5070038045807977,1.503149641042091,0.9454269833249117,False,True,False,False,False,False,False,False,False,False,True,True,False,False
SHIP-10616,2025-05-16,Mumbai,Jaipur,Consumer Goods,311,34896.21,1552,1017.31,10,10,On-Time,0,8497,12000,1.47,-0.118861239668771,0.3992757574248828,0.7388239882875299,0.7235977766548762,False,True,False,False,False,False,False,False,False,False,True,False,False,True
SHIP-10617,2025-11-17,Nagpur,Chandigarh,Consumer Goods,223,18689.86,622,668.53,5,5,On-Time,0,4798,6000,1.31,-0.7709148032031724,0.22985836953129452,-0.8803624742676907,0.2536634663971703,False,False,True,False,False,False,True,False,False,False,False,True,False,False
SHIP-10618,2025-12-08,Bengaluru,Bhopal,Automotive Parts,224,23105.23,1870,1593.64,9,9,On-Time,0,5456,8500,1.44,0.9586031512704506,0.6792239286638064,1.29248129483867,0.8842849924204145,False,False,True,False,True,False,False,False,False,True,False,False,False,True
SHIP-10619,2025-05-25,Mumbai,Chandigarh,Electronics,167,22478.42,723,693.46,5,5,On-Time,0,11038,12000,1.6,-0.7243074996338374,0.24196793854381576,-0.7045153423127689,0.3046993431025771,False,False,True,False,False,True,False,False,False,False,True,True,False,False
SHIP-10620,2025-11-23,Delhi,Jaipur,Electronics,78,7018.08,422,692.18,3,4,Delayed,1,5900,10000,1.27,-0.7267004939607027,0.24134618770803445,-1.2285746167526843,0.15260232440626578,True,False,False,False,False,False,False,False,True,False,False,False,False,False
SHIP-10621,2025-08-05,Mumbai,Kochi,Electronics,402,97568.39,1607,2254.0225000000005,4,4,On-Time,0,10917,12000,1.33,2.193205945068137,1.0000000000000002,0.8345823274709032,0.751389590702375,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SHIP-10622,2025-10-28,Mumbai,Coimbatore,Automotive Parts,94,22021.69,354,366.96,3,3,On-Time,0,6545,12000,1.36,-1.334708005666242,0.08337290113554531,-1.3469667451975822,0.11824153612935825,False,False,True,False,False,False,False,False,False,False,True,False,True,False
SHIP-10623,2025-05-12,Mumbai,Bhopal,Apparel,276,60611.75,1839,1154.14,12,12,On-Time,0,6025,12000,1.6,0.13694611481948019,0.46573995028422027,1.2385084127534958,0.8686205154118243,False,True,False,False,False,False,False,False,False,False,True,False,False,True
SHIP-10624,2025-10-19,Bengaluru,Chandigarh,Consumer Goods,78,8902.14,1181,1036.06,7,7,On-Time,0,6824,8500,1.66,-0.083807611833832,0.4083834356833976,0.09289046397786666,0.5361293582617485,False,False,True,False,True,False,False,False,False,True,False,False,False,False
SHIP-10625,2025-03-11,Bengaluru,Bhopal,Electronics,108,19165.24,258,291.09,3,3,On-Time,0,6630,8500,1.38,-1.4765490053375394,0.046519591830291154,-1.5141085735903792,0.0697321879737241,False,False,True,False,False,False,False,False,False,True,False,False,False,False
SHIP-10626,2025-09-09,Bengaluru,Indore,Consumer Goods,356,80870.7,314,444.55,4,4,On-Time,0,7065,8500,1.33,-1.1896514198682198,0.12106168812638056,-1.416609173694581,0.09802930773117735,False,False,True,False,False,False,False,False,False,True,False,False,False,True
SHIP-10627,2025-10-02,Kolkata,Indore,Electronics,225,48341.46,1670,2254.0225000000005,4,7,Delayed,3,4586,7500,1.68,2.193205945068137,1.0000000000000002,0.9442691523536761,0.7832238504295099,False,False,False,False,False,False,True,True,False,False,False,True,False,False
SHIP-10628,2025-12-30,Kolkata,Indore,Perishables,424,47643.54,1912,1704.73,9,9,On-Time,0,6656,7500,1.75,1.1662888854668971,0.7331851008098547,1.3656058447605186,0.9055078322385044,False,False,True,False,False,False,False,True,False,False,False,False,True,False
SHIP-10629,2025-07-01,Kolkata,Jaipur,Industrial Equipment,170,7039.82,766,718.18,6,7,Delayed,1,3796,7500,1.55,-0.678092796696254,0.2539755015598416,-0.6296497316784953,0.3264274886306216,False,False,True,False,True,False,False,True,False,False,False,False,False,True
SHIP-10630,2025-06-16,Nagpur,Coimbatore,Consumer Goods,432,14157.99,120,371.59,2,1,Early,0,2785,6000,1.74,-1.3260520964995346,0.08562189048684789,-1.7543749519050247,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True
SHIP-10631,2025-04-01,Delhi,Jaipur,Automotive Parts,103,15512.84,680,636.61,5,7,Delayed,2,5912,10000,1.55,-0.8305900992293725,0.21435345806399903,-0.7793809529470425,0.28297119757453265,False,False,True,True,False,False,False,False,True,False,False,True,False,False
SHIP-10632,2025-07-21,Delhi,Kanpur,Electronics,183,30381.21,1239,808.86,9,9,On-Time,0,8247,10000,1.59,-0.5085641048523994,0.29802266233222136,0.19387198529851482,0.5654370894391108,False,True,False,False,False,False,False,False,True,False,False,True,False,False
SHIP-10633,2025-12-12,Delhi,Kochi,Industrial Equipment,174,37360.06,832,787.79,6,6,On-Time,0,7663,10000,1.38,-0.5479550349047817,0.287788060683853,-0.5147397246584473,0.3597776654876201,False,False,True,True,False,False,False,False,True,False,False,False,False,False
SHIP-10634,2025-01-19,Bengaluru,Kochi,Automotive Parts,124,10383.89,532,911.37,4,4,On-Time,0,5567,8500,1.41,-0.31691891075322093,0.34781616090717327,-1.0370579383859377,0.2081859525012633,True,False,False,False,False,False,False,False,False,True,False,False,False,True
SHIP-10635,2025-02-08,Nagpur,Indore,Consumer Goods,229,12447.42,657,671.46,4,6,Delayed,2,3422,6000,1.24,-0.7654370896268325,0.23128159605382514,-0.8194253493328167,0.27134916624557864,False,False,True,False,False,False,False,False,False,False,False,True,False,False
SHIP-10636,2025-05-06,Delhi,Kanpur,Industrial Equipment,40,4162.65,1998,1631.95,10,10,On-Time,0,4778,10000,1.64,1.030224723662798,0.6978327368816037,1.515337066029066,0.9489641232945932,False,False,True,False,True,False,False,False,True,False,False,True,False,False
SHIP-10637,2025-06-22,Nagpur,Lucknow,Consumer Goods,20,1961.8,548,506.94,5,5,On-Time,0,3651,6000,1.71,-1.0730116417017213,0.15136718394231313,-1.0092009669871382,0.21627084386053566,False,False,True,False,False,False,False,False,False,False,False,False,False,True
SHIP-10638,2025-05-21,Delhi,Lucknow,Consumer Goods,352,16237.83,354,506.5,3,3,On-Time,0,6662,10000,1.52,-1.0738342335015814,0.15115345709251332,-1.3469667451975822,0.11824153612935825,False,False,True,False,False,False,False,False,True,False,False,False,False,True
SHIP-10639,2025-08-30,Nagpur,Indore,Electronics,386,66772.76,468,602.64,4,4,On-Time,0,4637,6000,1.36,-0.8940979252321928,0.19785277377377253,-1.1484858239811357,0.17584638706417383,False,False,True,True,False,False,False,False,False,False,False,True,False,False
SHIP-10640,2025-08-08,Mumbai,Chandigarh,Consumer Goods,139,18701.42,1899,1573.46,10,13,Delayed,3,9043,12000,1.24,0.9208761000859668,0.6694216381434422,1.342972055498994,0.8989388580090956,False,False,True,False,False,False,True,False,False,False,True,False,False,False
SHIP-10641,2025-05-06,Delhi,Jaipur,Industrial Equipment,114,21028.88,2013,1650.12,11,13,Delayed,2,8952,10000,1.31,1.0641940259433758,0.7066586842926551,1.5414529767154403,0.9565437089439112,False,False,True,False,False,False,False,False,True,False,False,True,False,False
SHIP-10642,2025-02-27,Mumbai,Indore,Perishables,36,3523.77,1624,953.49,11,10,Early,0,5966,12000,1.3,-0.23817444118481396,0.36827564934710083,0.8641803595821277,0.7599797877716019,False,True,False,False,False,False,False,False,False,False,True,False,False,True
SHIP-10643,2025-05-28,Mumbai,Patna,Apparel,236,21603.44,1982,1220.51,11,11,On-Time,0,7296,12000,1.52,0.2610266097210748,0.49797870260516014,1.4874800946302664,0.9408792319353209,False,True,False,False,False,False,False,False,False,False,True,False,False,False
SHIP-10644,2025-11-13,Mumbai,Bhopal,Automotive Parts,11,1386.61,515,820.04,3,3,On-Time,0,8116,12000,1.72,-0.4876627950286866,0.30345326728849836,-1.0666559704971623,0.19959575543203636,True,False,False,False,False,False,False,False,False,False,True,True,False,False
SHIP-10645,2025-12-27,Mumbai,Kochi,Automotive Parts,368,81398.19,1494,1397.49,8,10,Delayed,2,9182,12000,1.18,0.5918954659465417,0.5839454705087306,0.6378424669668817,0.6942900454775139,False,False,True,False,False,False,False,False,False,False,True,False,False,False
SHIP-10646,2025-01-01,Kolkata,Lucknow,Electronics,110,2691.27,535,510.69,4,5,Delayed,1,5121,7500,1.15,-1.0660009161347335,0.1531887195940161,-1.031834756248663,0.20970186963112683,False,False,True,False,True,False,False,True,False,False,False,False,False,False
SHIP-10647,2025-12-14,Bengaluru,Surat,Consumer Goods,30,6124.07,2029,1628.31,10,10,On-Time,0,7471,8500,1.51,1.0234196460457747,0.6960646329423508,1.5693099481142398,0.9646286003031835,False,False,True,False,False,False,False,False,False,True,False,False,False,False
SHIP-10648,2025-07-09,Mumbai,Lucknow,Electronics,67,6814.71,1035,1905.49,3,4,Delayed,1,8832,12000,1.32,1.541615089421156,0.830702833459424,-0.1613044000361787,0.4623547246083881,False,False,False,False,False,True,False,False,False,False,True,True,False,False
SHIP-10649,2025-07-10,Bengaluru,Kochi,Apparel,398,85902.52,2030,1324.26,12,12,On-Time,0,3983,8500,1.68,0.45499001707440395,0.5483745223022752,1.5710510088266647,0.965133906013138,False,True,False,False,True,False,False,False,False,True,False,True,False,False
SHIP-10650,2025-11-08,Kolkata,Bhopal,Perishables,189,38464.85,1194,1085.09,7,8,Delayed,1,3775,7500,1.35,0.007855288046011127,0.4321994071508631,0.11552425323939125,0.5426983324911572,False,False,True,False,True,False,False,True,False,False,False,True,False,False
SHIP-10651,2025-04-27,Mumbai,Kochi,Electronics,438,42468.0,200,528.93,2,2,On-Time,0,9649,12000,1.32,-1.031900746976905,0.16204866900389925,-1.6150900949110274,0.0404244567963618,True,False,False,False,False,False,False,False,False,False,True,False,False,True
SHIP-10652,2025-05-14,Mumbai,Surat,Industrial Equipment,350,62321.35,155,442.39,3,3,On-Time,0,9437,12000,1.31,-1.1936895977948048,0.12001248359099966,-1.6934378269701509,0.017685699848408294,True,False,False,False,False,False,False,False,False,False,True,False,False,False
SHIP-10653,2025-02-27,Delhi,Indore,Apparel,358,18799.9,1210,1160.85,7,8,Delayed,1,5221,10000,1.24,0.14949063976734334,0.4689992847436673,0.14338122463819075,0.5507832238504295,False,False,True,False,True,False,False,False,True,False,False,False,False,False
SHIP-10654,2025-02-13,Delhi,Kanpur,Apparel,29,6543.16,760,1164.06,3,3,On-Time,0,4776,10000,1.5,0.15549182085268495,0.4705585192615251,-0.6400960959530451,0.32339565437089446,True,False,False,False,False,False,False,False,True,False,False,False,False,False
SHIP-10655,2025-06-22,Bengaluru,Surat,Consumer Goods,264,29054.63,1001,1632.61,5,6,Delayed,1,6136,8500,1.25,1.0314586113625874,0.6981533271563034,-0.22050046425862765,0.4451743304699344,True,False,False,False,False,False,False,False,False,True,False,False,True,False
SHIP-10656,2025-06-09,Delhi,Kochi,Consumer Goods,326,39795.48,1810,1571.78,9,9,On-Time,0,7487,10000,1.45,0.917735295031956,0.6686055901714792,1.1880176520931718,0.8539666498231431,False,False,True,False,False,False,False,False,True,False,False,False,False,False
SHIP-10657,2025-06-22,Bengaluru,Kochi,Electronics,47,8500.11,876,1358.76,4,4,On-Time,0,4365,8500,1.43,0.5194886922906917,0.5651326502979425,-0.4381330533117487,0.38201111672561905,True,False,False,False,False,False,False,False,False,True,False,True,False,False
SHIP-10658,2025-11-13,Kolkata,Patna,Electronics,157,32639.9,742,696.34,5,5,On-Time,0,5044,7500,1.16,-0.7189232623983908,0.24336687792432365,-0.6714351887766945,0.31430015159171304,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHIP-10659,2025-10-30,Delhi,Patna,Electronics,34,2398.38,1823,1073.62,11,10,Early,0,5937,10000,1.16,-0.01358818455488228,0.42662793677085437,1.2106514413546963,0.8605356240525519,False,True,False,False,True,False,False,False,True,False,False,False,False,False
SHIP-10660,2025-05-29,Bengaluru,Coimbatore,Apparel,395,67314.83,1624,1104.5,11,11,On-Time,0,7545,8500,1.46,0.04414280358074014,0.4416276756840776,0.8641803595821277,0.7599797877716019,False,True,False,False,False,False,False,False,False,True,False,True,False,False
SHIP-10661,2025-03-21,Mumbai,Patna,Electronics,130,13925.54,587,946.14,3,3,On-Time,0,6636,12000,1.57,-0.2519154632961101,0.364705439469763,-0.9412995992025646,0.23597776654876199,True,False,False,False,False,False,False,False,False,False,True,True,False,False
SHIP-10662,2025-08-01,Nagpur,Jaipur,Automotive Parts,425,43199.2,1285,938.53,9,10,Delayed,1,4767,6000,1.72,-0.2661425623800507,0.3610089364539072,0.27396077807006336,0.5886811520970188,False,True,False,False,True,False,False,False,False,False,False,False,False,True
SHIP-10663,2025-07-22,Mumbai,Kanpur,Apparel,35,6200.46,475,453.21,4,4,On-Time,0,8322,12000,1.26,-1.1734613176255226,0.12526822112471325,-1.136298398994161,0.1793835270338555,False,False,True,False,False,False,False,False,False,False,True,False,False,False
SHIP-10664,2025-09-09,Kolkata,Bhopal,Apparel,178,18865.88,828,765.53,5,6,Delayed,1,3415,7500,1.21,-0.5895707018704213,0.2769754250553442,-0.5217039675081472,0.357756442647802,False,False,True,False,False,False,False,True,False,False,False,True,False,False
SHIP-10665,2025-08-17,Bengaluru,Surat,Consumer Goods,332,31983.39,1614,1043.13,10,13,Delayed,3,5890,8500,1.18,-0.07059005723153736,0.4118176375654083,0.846769752457878,0.7549267306720566,False,True,False,True,False,False,False,False,False,True,False,False,False,False
SHIP-10666,2025-06-13,Delhi,Kochi,Apparel,234,49475.5,1764,2254.0225000000005,5,4,Early,0,4967,10000,1.41,2.193205945068137,1.0000000000000002,1.1079288593216232,0.8307225871652351,True,False,False,False,False,False,False,False,True,False,False,False,False,False
SHIP-10667,2025-08-15,Bengaluru,Coimbatore,Perishables,10,388.0,1139,951.55,7,7,On-Time,0,6457,8500,1.52,-0.24180132321146908,0.3673333082366198,0.019765914056017988,0.5149065184436584,False,False,True,True,False,False,False,False,False,True,False,False,False,True
SHIP-10668,2025-05-27,Nagpur,Coimbatore,Electronics,316,54931.79,2031,2254.0225000000005,5,5,On-Time,0,4294,6000,1.65,2.193205945068137,1.0000000000000002,1.5727920695390898,0.9656392117230926,False,False,False,True,False,False,False,False,False,False,False,True,False,False
SHIP-10669,2025-01-20,Bengaluru,Bhopal,Consumer Goods,270,19831.63,1734,1505.52,8,8,On-Time,0,3866,8500,1.56,0.7938604480803263,0.6364202695629892,1.0556970379488742,0.8155634158665994,False,False,True,False,False,False,False,False,False,True,False,True,False,False
SHIP-10670,2025-02-16,Kolkata,Kanpur,Industrial Equipment,22,410.13,1021,866.15,6,8,Delayed,2,4096,7500,1.45,-0.4014589134570046,0.3258508696618379,-0.18567925001012828,0.45528044466902484,False,False,True,False,False,False,False,True,False,False,False,False,False,False
SHIP-10671,2025-08-21,Nagpur,Surat,Electronics,412,22326.12,792,850.06,5,6,Delayed,1,4888,6000,1.43,-0.431539599956427,0.31803526735893106,-0.5843821531554461,0.33956543708943915,False,False,True,False,False,True,False,False,False,False,False,False,False,False
SHIP-10672,2025-11-01,Delhi,Lucknow,Electronics,405,63814.01,558,1057.07,4,4,On-Time,0,5796,10000,1.7,-0.04452885339052169,0.41858889276133865,-0.9917903598628887,0.22132390096008084,True,False,False,False,False,False,False,False,True,False,False,False,False,False
SHIP-10673,2025-01-14,Delhi,Patna,Consumer Goods,57,10353.76,650,566.25,5,7,Delayed,2,6846,10000,1.35,-0.9621300061342424,0.18017659180964707,-0.8316127743197915,0.26781202627589695,False,False,True,True,False,False,False,False,True,False,False,False,False,True
SHIP-10674,2025-05-23,Bengaluru,Indore,Electronics,418,8338.51,246,455.5,3,3,On-Time,0,5071,8500,1.45,-1.1691801012126155,0.12638057222935317,-1.5350013021394788,0.06366851945426985,False,False,True,False,True,False,False,False,False,True,False,True,False,False
SHIP-10675,2025-01-01,Mumbai,Coimbatore,Apparel,322,7586.31,324,478.07,4,3,Early,0,10597,12000,1.73,-1.1269848809334382,0.1373437881384027,-1.3991985665703313,0.10308236483072258,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10676,2025-02-23,Kolkata,Patna,Electronics,380,86297.01,148,474.36,3,3,On-Time,0,5266,7500,1.59,-1.1339208254277113,0.13554168220031793,-1.7056252519571258,0.014148559878726631,True,False,False,False,False,False,False,True,False,False,False,False,False,False
SHIP-10677,2025-09-16,Nagpur,Patna,Automotive Parts,300,9668.06,564,637.95,5,5,On-Time,0,4663,6000,1.6,-0.8280849332934355,0.21500435347020752,-0.9813439955883388,0.22435573521980798,False,False,True,False,False,False,False,False,False,False,False,True,False,False
SHIP-10678,2025-05-24,Mumbai,Jaipur,Industrial Equipment,341,76770.29,1085,1048.29,6,6,On-Time,0,5870,12000,1.3,-0.06094329885136242,0.41432407062215143,-0.07425136441493031,0.4876200101061142,False,False,True,False,False,False,False,False,False,False,True,True,False,False
SHIP-10679,2025-01-12,Delhi,Kanpur,Apparel,103,7067.76,1862,1088.2,12,13,Delayed,1,4689,10000,1.4,0.013669516449566581,0.4337100673846755,1.2785528091392702,0.8802425467407783,False,True,False,False,False,False,False,False,True,False,False,False,False,True
SHIP-10680,2025-11-26,Kolkata,Indore,Apparel,270,51004.13,583,605.21,4,4,On-Time,0,4288,7500,1.2,-0.8892932413102836,0.1991011328737396,-0.9482638420522644,0.23395654370894395,False,False,True,False,False,False,True,True,False,False,False,True,False,False
SHIP-10681,2025-08-12,Mumbai,Lucknow,Automotive Parts,287,25194.96,1423,1318.78,7,9,Delayed,2,7143,12000,1.51,0.4447450101125124,0.5457126515365867,0.514227156384709,0.6584133400707429,False,False,True,True,False,False,False,False,False,False,True,True,False,False
SHIP-10682,2025-09-29,Kolkata,Kochi,Electronics,368,79784.88,270,447.82,3,2,Early,0,5799,7500,1.21,-1.1835380671738065,0.12265006721466552,-1.4932158450412796,0.07579585649317838,False,False,True,False,False,False,False,True,False,False,False,False,False,True
SHIP-10683,2025-12-24,Mumbai,Jaipur,Automotive Parts,214,38435.88,359,692.19,2,2,On-Time,0,8609,12000,1.65,-0.7266817986925239,0.24135104513643907,-1.3382614416354572,0.12076806467913087,True,False,False,False,False,False,True,False,False,False,True,True,False,False
SHIP-10684,2025-06-05,Bengaluru,Patna,Industrial Equipment,194,21228.68,385,715.74,3,3,On-Time,0,5321,8500,1.64,-0.6826544421318406,0.2527902890291336,-1.2929938631124083,0.13390601313794845,True,False,False,True,False,False,False,False,False,True,False,True,False,False
SHIP-10685,2025-01-08,Delhi,Patna,Industrial Equipment,184,6059.32,1837,1570.23,10,13,Delayed,3,7574,10000,1.47,0.9148375284642679,0.6678526887687755,1.2350262913286458,0.8676099039919152,False,False,True,False,False,False,True,False,True,False,False,False,False,False
SHIP-10686,2025-05-02,Bengaluru,Chandigarh,Apparel,447,83671.49,1248,1214.12,7,6,Early,0,4478,8500,1.23,0.24908033335492735,0.4948748058546583,0.20954153171033954,0.5699848408287014,False,False,True,False,False,False,False,False,False,True,False,False,False,False
